,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,reviews_per_month,bathrooms_quantity,wifi,tv,hot_water,kitchen,pets_allowed,free_parking,pool,bathroom_is_shared,bathrooms_type,price_range
13538,f,t,Glória,-22.91481,-43.17584,Entire rental unit,Entire home/apt,4,2 baths,2.0,1.0,141.0,14,60,1,f,0.26,2.0,1,0,1,1,0,0,0,0,bath,\$100 - \$250
13539,f,t,Copacabana,-22.96645,-43.17747,Private room in condominium (condo),Private room,2,1 shared bath,1.0,1.0,136.0,2,15,1,f,0.04,1.0,1,0,1,1,0,0,0,1,shared bath,\$100 - \$250
13540,f,t,Santa Teresa,-22.91599,-43.18735,Entire residential home,Entire home/apt,2,1 bath,1.0,2.0,84.0,5,300,0,f,0.0,1.0,1,1,1,1,0,0,0,0,bath,< \$100
13541,f,t,Santa Teresa,-22.91932,-43.17882,Private room in residential home,Private room,2,1 private bath,1.0,1.0,70.0,2,30,9,f,0.32,1.0,1,0,0,1,0,0,0,0,bath,< \$100
13542,f,t,Bonsucesso,-22.85993,-43.25523,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,129.0,2,1125,3,f,0.13,1.0,1,1,1,1,0,0,1,0,bath,\$100 - \$250
13545,f,f,Recreio dos Bandeirantes,-23.02926,-43.47331,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,150.0,1,1125,1,f,0.04,1.0,1,0,0,1,0,0,0,1,shared bath,\$100 - \$250
13546,f,t,Copacabana,-22.97683,-43.18827,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,514.0,4,30,0,f,0.0,2.0,1,1,1,1,0,0,0,0,bath,\$501 - \$750
13547,t,t,Vargem Pequena,-22.99281,-43.44661,Private room in condominium (condo),Private room,1,1 shared bath,1.0,1.0,65.0,2,30,5,f,0.2,1.0,1,0,1,1,0,1,0,1,shared bath,< \$100
13548,f,f,Copacabana,-22.96646,-43.17819,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,59.0,1,15,93,f,3.0,2.0,1,1,1,1,0,0,0,1,shared bath,< \$100
13549,f,f,Barra da Tijuca,-23.01021,-43.36786,Private room in condominium (condo),Private room,6,2 baths,2.0,4.0,700.0,6,30,1,f,0.04,2.0,1,1,0,1,0,1,1,0,bath,\$501 - \$750
13550,f,t,Santa Teresa,-22.9236,-43.18205,Private room in cottage,Private room,2,1 shared bath,1.0,3.0,200.0,4,1125,3,t,0.09,1.0,1,0,1,1,0,0,0,1,shared bath,\$100 - \$250
13551,t,f,Barra da Tijuca,-23.01546,-43.307,Private room in rental unit,Private room,4,1.5 shared baths,1.0,8.0,70.0,2,7,56,f,1.73,1.5,1,1,1,1,0,0,0,1,shared bath,< \$100
13552,f,f,Copacabana,-22.98175,-43.1949,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,200.0,3,1125,0,f,0.0,1.0,1,0,1,1,0,0,0,0,bath,\$100 - \$250
13553,f,f,Recreio dos Bandeirantes,-23.02992,-43.476,Private room in residential home,Private room,4,1 private bath,1.0,3.0,160.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,1,0,0,bath,\$100 - \$250
13554,f,f,Recreio dos Bandeirantes,-23.02793,-43.47397,Private room in residential home,Private room,4,1 private bath,1.0,2.0,160.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,1,0,0,bath,\$100 - \$250
13555,f,f,Recreio dos Bandeirantes,-23.02826,-43.47589,Private room in residential home,Private room,4,2 shared baths,1.0,2.0,140.0,1,1125,0,f,0.0,2.0,1,0,0,1,0,1,0,1,shared bath,\$100 - \$250
13556,t,f,Barra da Tijuca,-23.01559,-43.30531,Private room in rental unit,Private room,4,1.5 shared baths,1.0,4.0,70.0,2,7,44,f,1.43,1.5,1,1,1,1,0,0,0,1,shared bath,< \$100
13557,f,f,Recreio dos Bandeirantes,-23.02996,-43.47432,Shared room in residential home,Shared room,14,2 shared baths,1.0,15.0,60.0,1,1125,0,f,0.0,2.0,1,1,1,0,0,0,0,1,shared bath,< \$100
13558,f,f,Botafogo,-22.95985,-43.19098,Private room in residential home,Private room,5,1 private bath,1.0,2.0,250.0,2,30,1,f,0.03,1.0,1,0,0,1,0,1,0,0,bath,\$100 - \$250
13559,f,f,Rio Comprido,-22.92425,-43.20772,Private room in tiny house,Private room,1,1 private bath,1.0,1.0,200.0,3,3,0,t,0.0,1.0,0,0,0,1,0,0,0,0,bath,\$100 - \$250
13560,f,t,Tijuca,-22.92111,-43.21988,Private room in earth house,Private room,2,1 shared bath,2.0,1.0,60.0,1,1125,0,f,0.0,1.0,1,0,0,1,0,1,0,1,shared bath,< \$100
13561,f,t,Copacabana,-22.96339,-43.17758,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,97.0,4,1125,74,f,2.32,1.0,1,1,1,1,0,0,0,0,bath,< \$100
13563,t,t,Copacabana,-22.98252,-43.1939,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,191.0,3,90,65,f,2.06,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
13564,f,f,Copacabana,-22.97184,-43.18545,Shared room in rental unit,Shared room,3,1 shared bath,1.0,2.0,350.0,1,1125,2,t,0.08,1.0,1,0,1,1,0,0,0,1,shared bath,\$251 - \$500
13565,f,f,Recreio dos Bandeirantes,-23.01834,-43.47749,Private room in condominium (condo),Private room,1,0 shared baths,1.0,4.0,160.0,1,30,1,f,0.04,0.0,1,1,1,1,0,1,0,1,shared bath,\$100 - \$250
13566,f,f,Leme,-22.96026,-43.17124,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,120.0,6,10,1,t,0.05,1.0,1,0,1,1,0,0,0,1,shared bath,\$100 - \$250
13567,f,f,Laranjeiras,-22.93713,-43.19327,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,130.0,2,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,1,shared bath,\$100 - \$250
13568,t,f,Centro,-22.90954,-43.1852,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,90.0,5,1125,37,f,1.16,1.0,1,0,1,1,0,0,0,0,bath,< \$100
13569,f,f,Centro,-22.9132,-43.18685,Shared room in hostel,Shared room,6,2.5 shared baths,1.0,6.0,54.0,2,1125,0,f,0.0,2.5,1,1,1,1,0,0,0,1,shared bath,< \$100
13570,f,f,Copacabana,-22.96569,-43.18138,Entire rental unit,Entire home/apt,5,1 bath,3.0,3.0,500.0,7,30,0,t,0.0,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
13571,f,t,Jacarepaguá,-22.97505,-43.41159,Entire condominium (condo),Entire home/apt,4,1 bath,2.0,4.0,155.0,15,30,0,t,0.0,1.0,1,1,1,1,0,1,0,0,bath,\$100 - \$250
13572,f,t,Laranjeiras,-22.93991,-43.18914,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,550.0,3,1125,5,t,0.5,2.0,1,1,1,1,0,0,1,0,bath,\$501 - \$750
13573,f,f,Recreio dos Bandeirantes,-23.02972,-43.47436,Shared room in residential home,Shared room,8,1 shared bath,1.0,8.0,60.0,1,1125,0,f,0.0,1.0,1,0,0,1,0,1,0,1,shared bath,< \$100
13574,f,f,Jardim Botânico,-22.95984,-43.20698,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,60.0,1,1125,28,f,0.87,1.0,1,0,1,1,0,0,0,1,shared bath,< \$100
13575,f,f,Flamengo,-22.93594,-43.17425,Private room in rental unit,Private room,3,2 shared baths,2.0,2.0,299.0,3,1125,1,t,0.05,2.0,1,0,1,1,0,1,1,1,shared bath,\$251 - \$500
13576,f,t,Jacarepaguá,-22.96584,-43.40501,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,150.0,2,30,1,t,0.04,1.0,0,0,0,1,0,1,1,0,bath,\$100 - \$250
13577,t,t,Parada de Lucas,-22.81844,-43.30536,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,169.0,1,30,67,t,2.08,2.0,1,1,1,1,0,1,0,0,bath,\$100 - \$250
13578,f,f,Centro,-22.91197,-43.18469,Shared room in hostel,Shared room,3,2.5 shared baths,1.0,3.0,54.0,2,1125,8,f,0.26,2.5,1,1,0,1,0,0,0,1,shared bath,< \$100
13579,f,t,Recreio dos Bandeirantes,-23.00633,-43.48525,Entire rental unit,Entire home/apt,6,3.5 baths,3.0,5.0,700.0,5,360,1,t,0.03,3.5,0,1,1,1,0,1,1,0,bath,\$501 - \$750
13581,f,t,Jardim Botânico,-22.96521,-43.21994,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,250.0,3,1125,0,f,0.0,2.0,0,1,0,1,0,1,1,0,bath,\$100 - \$250
13582,f,f,Centro,-22.91305,-43.18496,Shared room in hostel,Shared room,6,2.5 shared baths,1.0,6.0,54.0,2,1125,1,f,0.04,2.5,1,1,1,1,0,0,0,1,shared bath,< \$100
13583,f,t,Santa Teresa,-22.92429,-43.19187,Private room in rental unit,Private room,2,2 baths,1.0,1.0,200.0,2,1125,0,f,0.0,2.0,1,0,1,1,0,0,0,0,bath,\$100 - \$250
13584,t,t,Itanhangá,-22.98401,-43.30204,Private room in residential home,Private room,6,2 shared baths,2.0,2.0,200.0,2,1125,8,f,0.27,2.0,1,1,1,1,0,1,1,1,shared bath,\$100 - \$250
13585,t,t,Copacabana,-22.97832,-43.19157,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,191.0,2,180,36,t,1.13,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
13586,t,t,Copacabana,-22.98033,-43.19112,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,203.0,3,180,1,t,0.03,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
13587,f,f,Tijuca,-22.91554,-43.21845,Shared room in rental unit,Shared room,4,1 shared bath,1.0,2.0,60.0,1,1125,0,f,0.0,1.0,1,1,1,1,0,0,0,1,shared bath,< \$100
13588,t,t,Jardim Guanabara,-22.8118,-43.19658,Private room in residential home,Private room,2,1 private bath,1.0,1.0,129.0,1,1125,1,f,0.04,1.0,1,1,1,1,0,1,0,0,bath,\$100 - \$250
13589,t,t,Jardim Guanabara,-22.81183,-43.19552,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,119.0,1,1125,15,f,0.48,1.0,1,1,0,1,0,1,1,1,shared bath,\$100 - \$250
13590,t,t,Jardim Guanabara,-22.81187,-43.19567,Private room in residential home,Private room,3,1 bath,1.0,1.0,169.0,4,1125,6,f,0.19,1.0,1,1,1,1,0,0,1,0,bath,\$100 - \$250
13591,t,t,Jardim Guanabara,-22.81183,-43.1966,Private room in residential home,Private room,3,1 bath,1.0,1.0,169.0,1,1125,1,f,0.03,1.0,1,1,0,1,0,0,1,0,bath,\$100 - \$250
13592,f,t,Copacabana,-22.98541,-43.18905,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,250.0,1,1125,33,f,1.06,1.0,1,1,0,1,0,0,0,1,shared bath,\$100 - \$250
13593,f,t,Copacabana,-22.9834,-43.19083,Private room in rental unit,Private room,2,1 bath,1.0,1.0,309.0,2,1125,12,t,0.43,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
13594,f,t,Barra da Tijuca,-23.00155,-43.32762,Entire rental unit,Entire home/apt,3,1 bath,1.0,3.0,320.0,2,1125,5,f,0.19,1.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
13595,f,t,Glória,-22.92546,-43.17588,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,60.0,31,182,0,f,0.0,1.5,1,1,0,1,0,0,0,1,shared bath,< \$100
13596,t,t,Copacabana,-22.98189,-43.19342,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,160.0,1,1125,33,t,1.12,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
13597,t,t,Leblon,-22.984,-43.22629,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,440.0,3,1125,38,f,1.21,2.0,1,1,0,1,0,1,0,0,bath,\$251 - \$500
13598,f,f,Barra da Tijuca,-23.00935,-43.42197,Entire condominium (condo),Entire home/apt,6,3 baths,3.0,4.0,600.0,2,60,3,f,0.13,3.0,0,1,1,1,0,1,1,0,bath,\$501 - \$750
13599,f,t,Laranjeiras,-22.94088,-43.19074,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,100.0,5,30,0,f,0.0,1.0,1,0,1,1,0,0,0,1,shared bath,\$100 - \$250
13600,t,t,Recreio dos Bandeirantes,-23.02835,-43.46948,Entire rental unit,Entire home/apt,7,2.5 baths,3.0,5.0,400.0,2,1125,22,f,0.72,2.5,1,1,1,1,0,1,0,0,bath,\$251 - \$500
13601,f,t,Copacabana,-22.96411,-43.17661,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,138.0,3,360,31,t,0.99,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
13602,f,t,Laranjeiras,-22.93555,-43.18168,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,95.0,2,30,7,t,0.24,1.5,1,0,0,1,0,0,0,1,shared bath,< \$100
13603,t,t,Leme,-22.96404,-43.17192,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,124.0,2,1125,82,t,2.55,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
13604,f,f,Copacabana,-22.96504,-43.17852,Entire rental unit,Entire home/apt,3,1.5 baths,1.0,4.0,313.0,10,180,0,t,0.0,1.5,1,1,0,1,0,0,0,0,bath,\$251 - \$500
13605,f,f,Copacabana,-22.98476,-43.19099,Entire rental unit,Entire home/apt,6,3 baths,3.0,4.0,260.0,2,30,21,f,0.67,3.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
13606,f,t,Copacabana,-22.96059,-43.17433,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,129.0,1,30,97,f,3.07,1.0,1,1,1,0,0,0,1,0,bath,\$100 - \$250
13607,f,t,Copacabana,-22.96619,-43.18111,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,120.0,1,1125,0,t,0.0,1.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
13608,t,f,Botafogo,-22.95651,-43.1782,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,570.0,4,1125,17,t,0.64,1.0,1,1,1,1,0,0,0,0,bath,\$501 - \$750
13610,f,t,Ipanema,-22.98481,-43.19567,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,252.0,1,1125,37,t,1.22,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
13611,f,f,Engenho Novo,-22.90414,-43.26783,Shared room in bed and breakfast,Shared room,6,5 shared baths,1.0,24.0,60.0,1,30,2,t,0.09,5.0,1,1,1,1,0,1,0,1,shared bath,< \$100
13612,f,f,Recreio dos Bandeirantes,-23.02019,-43.49119,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,100.0,6,90,0,f,0.0,1.0,0,1,0,1,0,1,1,0,bath,\$100 - \$250
13613,f,f,Centro,-22.90159,-43.18388,Entire rental unit,Entire home/apt,2,1 bath,1.0,0.0,264.0,3,14,3,f,0.12,1.0,0,1,1,1,0,0,0,0,bath,\$251 - \$500
13614,f,f,Copacabana,-22.97338,-43.19021,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,175.0,3,90,0,t,0.0,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
13615,t,t,Jacarepaguá,-22.96904,-43.39122,Entire condominium (condo),Entire home/apt,6,2 baths,3.0,4.0,350.0,3,1125,30,t,0.95,2.0,1,1,1,1,0,1,1,0,bath,\$251 - \$500
13616,f,f,Copacabana,-22.97198,-43.18883,Entire loft,Entire home/apt,4,1 bath,1.0,2.0,140.0,2,40,12,f,0.38,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
13617,f,t,Copacabana,-22.97343,-43.18995,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,150.0,5,1125,5,f,0.21,1.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
13618,f,f,Ipanema,-22.98502,-43.20098,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,279.0,2,30,20,f,0.7,2.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
13619,f,t,Copacabana,-22.96482,-43.17579,Entire rental unit,Entire home/apt,2,1 bath,1.0,0.0,280.0,3,120,5,f,0.16,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
13620,f,f,Vila Isabel,-22.90989,-43.24389,Private room in condominium (condo),Private room,2,1 shared bath,1.0,1.0,109.0,1,13,1,f,0.04,1.0,1,0,0,1,0,1,0,1,shared bath,\$100 - \$250
13621,f,f,Urca,-22.9562,-43.16533,Private room in bed and breakfast,Private room,4,1 private bath,2.0,2.0,282.0,1,1125,2,f,0.22,1.0,1,1,0,0,0,0,1,0,bath,\$251 - \$500
13622,f,f,Copacabana,-22.98087,-43.19084,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,280.0,4,7,0,t,0.0,1.0,1,1,0,1,0,0,0,1,shared bath,\$251 - \$500
13623,f,t,Ipanema,-22.98374,-43.19838,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,500.0,2,1125,2,t,0.06,1.0,1,1,1,1,0,0,0,1,shared bath,\$251 - \$500
13624,f,t,Ipanema,-22.9842,-43.19809,Private room in rental unit,Private room,1,1 bath,1.0,1.0,500.0,2,1125,0,t,0.0,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
13625,f,f,Copacabana,-22.96521,-43.17705,Private room in rental unit,Private room,3,2 shared baths,1.0,1.0,120.0,2,1125,3,f,0.12,2.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
13626,f,t,Catumbi,-22.91985,-43.19489,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,95.0,1,1125,2,f,0.2,1.0,1,0,1,1,0,1,0,1,shared bath,< \$100
13627,f,t,Barra da Tijuca,-23.00396,-43.30816,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,226.0,2,1125,2,f,0.06,1.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
13628,f,t,Flamengo,-22.93751,-43.17827,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,220.0,2,12,1,f,0.05,1.0,1,0,0,1,0,0,0,0,bath,\$100 - \$250
13629,f,t,Camorim,-22.97545,-43.41472,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,180.0,1,20,242,t,7.76,1.0,1,1,1,0,0,1,1,0,bath,\$100 - \$250
13630,f,t,Jacarepaguá,-22.96461,-43.40685,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,85.0,2,7,3,t,0.1,1.0,0,0,0,0,0,1,0,0,bath,< \$100
13631,t,t,Barra da Tijuca,-23.00398,-43.34036,Private room in loft,Private room,2,1 private bath,1.0,2.0,178.0,1,90,10,t,0.38,1.0,1,1,1,0,0,0,1,0,bath,\$100 - \$250
13632,f,f,Ipanema,-22.98456,-43.19394,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,500.0,1,15,2,f,0.08,2.0,1,1,0,0,0,0,0,0,bath,\$251 - \$500
13633,t,f,Flamengo,-22.93451,-43.1762,Entire condominium (condo),Entire home/apt,3,1 bath,1.0,1.0,142.0,1,31,50,f,1.59,1.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
13634,f,t,Ipanema,-22.98306,-43.21336,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,450.0,3,1125,5,t,1.72,2.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
13635,f,f,Barra da Tijuca,-23.00416,-43.34911,Entire rental unit,Entire home/apt,5,2 baths,2.0,2.0,550.0,2,1125,3,f,0.1,2.0,1,1,1,1,0,1,1,0,bath,\$501 - \$750
13637,f,f,Campo Grande,-22.9068,-43.56287,Private room in rental unit,Private room,1,2 baths,1.0,1.0,80.0,1,30,15,f,0.49,2.0,1,1,1,1,0,0,0,0,bath,< \$100
13638,f,t,Barra da Tijuca,-23.00623,-43.34045,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,140.0,2,25,74,f,2.34,1.0,1,1,1,0,0,0,1,0,bath,\$100 - \$250
13639,f,t,Copacabana,-22.96568,-43.17489,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,112.0,1,30,103,t,3.25,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
13640,f,f,Santa Teresa,-22.93786,-43.19905,Private room in residential home,Private room,2,1 private bath,1.0,2.0,320.0,1,31,0,f,0.0,1.0,1,1,0,0,0,0,0,0,bath,\$251 - \$500
13641,t,t,Copacabana,-22.97194,-43.18349,Entire rental unit,Entire home/apt,7,2.5 baths,2.0,4.0,469.0,3,1125,0,f,0.0,2.5,1,1,1,1,0,0,0,0,bath,\$251 - \$500
13642,f,f,Jacarepaguá,-22.97148,-43.3974,Private room in condominium (condo),Private room,3,1 shared bath,1.0,1.0,250.0,1,7,2,t,0.08,1.0,1,1,1,1,0,1,1,1,shared bath,\$100 - \$250
13643,f,f,Leme,-22.96075,-43.1664,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,350.0,2,7,1,f,0.05,1.5,1,1,1,1,0,0,0,0,bath,\$251 - \$500
13644,f,t,Barra da Tijuca,-23.00358,-43.34194,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,157.0,2,25,76,f,2.43,1.0,1,1,1,0,0,0,1,0,bath,\$100 - \$250
13645,f,t,Ipanema,-22.98387,-43.21012,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,365.0,1,1125,52,t,1.88,1.0,1,1,0,1,0,0,0,0,bath,\$251 - \$500
13646,f,t,Copacabana,-22.96163,-43.17533,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,103.0,7,1125,8,t,0.32,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
13647,f,t,Copacabana,-22.96478,-43.19028,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,150.0,1,1125,0,f,0.0,2.0,1,1,1,1,0,0,0,1,shared bath,\$100 - \$250
13648,t,f,Santa Teresa,-22.9224,-43.18076,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,190.0,3,7,2,t,0.09,1.0,1,0,1,1,0,0,0,0,bath,\$100 - \$250
13649,f,f,Ipanema,-22.98125,-43.20223,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,250.0,3,1125,29,t,0.92,1.0,1,1,1,1,0,1,1,0,bath,\$100 - \$250
13650,f,f,Laranjeiras,-22.93362,-43.18345,Private room in rental unit,Private room,2,1 bath,1.0,1.0,120.0,2,10,1,f,0.04,1.0,1,0,0,1,0,0,0,0,bath,\$100 - \$250
13651,f,t,Santa Teresa,-22.91538,-43.17931,Shared room in residential home,Shared room,5,1.5 shared baths,1.0,1.0,167.0,3,226,1,f,0.04,1.5,1,0,0,1,0,0,0,1,shared bath,\$100 - \$250
13652,f,f,Copacabana,-22.97364,-43.18952,Shared room in rental unit,Shared room,3,1 shared bath,1.0,3.0,68.0,1,1125,0,f,0.0,1.0,1,1,0,1,0,0,0,1,shared bath,< \$100
13653,f,f,Copacabana,-22.97089,-43.18276,Shared room in rental unit,Shared room,1,1 shared bath,1.0,1.0,80.0,1,1125,9,f,0.3,1.0,1,1,1,1,0,0,0,1,shared bath,< \$100
13654,f,t,Grajaú,-22.92124,-43.25785,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,40.0,7,1125,0,t,0.0,2.0,1,1,1,1,0,0,0,1,shared bath,< \$100
13655,t,t,Copacabana,-22.97692,-43.18893,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,251.0,3,90,141,t,4.5,1.0,1,1,1,1,0,0,0,0,bath,\$251 - \$500
13656,f,f,Barra da Tijuca,-22.97339,-43.39637,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,200.0,2,30,6,f,0.19,1.0,0,1,1,1,0,1,0,0,bath,\$100 - \$250
13657,f,t,Copacabana,-22.97692,-43.18893,Entire rental unit,Entire home/apt,5,1 bath,1.0,4.0,238.0,2,1125,21,t,0.69,1.0,1,1,0,1,0,0,0,0,bath,\$100 - \$250
13658,t,t,Copacabana,-22.97045,-43.18553,Entire rental unit,Entire home/apt,4,1.5 baths,1.0,2.0,263.0,1,30,15,f,1.18,1.5,1,1,1,1,0,0,0,0,bath,\$251 - \$500
13659,f,t,Copacabana,-22.9869,-43.19084,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,119.0,1,120,24,f,0.76,1.0,1,1,1,1,0,1,0,1,shared bath,\$100 - \$250
13660,f,f,Tijuca,-22.9204,-43.21585,Shared room in residential home,Shared room,7,1 shared bath,1.0,6.0,75.0,1,1125,2,f,0.08,1.0,1,0,1,1,0,0,0,1,shared bath,< \$100
13661,f,f,Copacabana,-22.9729,-43.18723,Private room in rental unit,Private room,2,1 bath,1.0,1.0,420.0,2,30,0,t,0.0,1.0,1,1,1,0,0,0,0,0,bath,\$251 - \$500
13662,f,t,Copacabana,-22.98681,-43.19143,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,119.0,1,90,13,f,0.5,1.0,1,1,1,1,0,1,0,1,shared bath,\$100 - \$250
13663,f,t,Jacarepaguá,-22.97031,-43.3909,Private room in rental unit,Private room,2,1 bath,2.0,1.0,200.0,1,30,0,f,0.0,1.0,1,1,1,1,0,0,1,0,bath,\$100 - \$250
13664,f,t,Botafogo,-22.95243,-43.19155,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,80.0,2,1125,4,f,0.15,2.0,1,1,1,1,0,0,0,1,shared bath,< \$100
13665,t,t,São Cristóvão,-22.9019,-43.22095,Private room in residential home,Private room,5,1 shared bath,1.0,5.0,65.0,1,1125,28,t,0.88,1.0,1,1,1,0,0,0,0,1,shared bath,< \$100
13666,f,t,Barra da Tijuca,-23.00959,-43.35393,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,257.0,2,25,107,f,3.46,1.0,1,1,1,1,0,0,1,0,bath,\$251 - \$500
13667,f,t,Copacabana,-22.96223,-43.17493,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,200.0,1,1125,18,f,0.59,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
13668,f,f,Taquara,-22.92335,-43.39061,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,180.0,1,15,10,f,0.35,1.0,1,1,1,1,0,1,1,0,bath,\$100 - \$250
13669,f,f,Tijuca,-22.92073,-43.21818,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,60.0,30,31,0,t,0.0,1.0,1,1,0,1,0,0,0,0,bath,< \$100
13670,t,t,Bento Ribeiro,-22.86261,-43.35789,Entire residential home,Entire home/apt,3,1.5 baths,1.0,1.0,99.0,2,1125,92,t,3.0,1.5,1,1,1,1,0,0,0,0,bath,< \$100
13671,f,t,Barra da Tijuca,-23.00715,-43.43172,Shared room in rental unit,Shared room,2,1 shared bath,1.0,4.0,214.0,1,10,0,t,0.0,1.0,1,1,1,1,0,0,1,1,shared bath,\$100 - \$250
13672,f,f,Copacabana,-22.98503,-43.19093,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,250.0,2,1125,5,f,0.16,1.0,0,1,1,1,0,0,0,0,bath,\$100 - \$250
13673,f,t,Copacabana,-22.98173,-43.19268,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,194.0,1,30,26,t,0.94,1.0,1,1,1,1,0,0,0,0,bath,\$100 - \$250
13674,f,t,Ipanema,-22.98216,-43.20643,Entire rental unit,Entire home/apt,3,2.5 baths,2.0,2.0,620.0,10,60,0,f,0.0,2.5,1,1,0,1,0,0,0,0,bath,\$501 - \$750
